ID,Tipo de empresa,Fundação da empresa,Possui mais de um sócio,Funcionários,Meses de permanência ,Utiliza serviços financeiros,PossuiContador,Faz conciliação bancária,Frequência de utilização de feature do sistema: Módulo financeiro,Frequência de utilização de feature do sistema: Emissão de nota fiscal,Frequência de utilização de feature do sistema: Integração bancária,Frequência de utilização de feature do sistema: Módulo de vendas,Frequência de utilização de feature do sistema: Relatórios,Frequência de utilização de feature do sistema: Utilização de APIs de integração,Contrato,Emite boletos,Emite boletos.1,Tipo de pagamento,Receita mensal,Receita total,Churn,mes_churn
3873,Pequena empresa,2021,Sim,6 ou mais funcionários,9,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,103.1,970.45,Não,
3874,Micro empresa,2016,Sim,6 ou mais funcionários,51,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Cartão de crédito - pagamento único,34.2,1782.0,Não,
3875,Micro empresa,2017,Não,até 5 funcionários,9,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,43.75,405.7,Não,
3877,Pequena empresa,2016,Não,até 5 funcionários,22,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,100.65,2415.95,Não,
3879,Pequena empresa,2016,Sim,6 ou mais funcionários,71,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,116.05,8297.5,Não,
3881,Pequena empresa,2018,Sim,6 ou mais funcionários,26,Sim,Sim,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,82.0,2083.1,Não,
3882,Pequena empresa,2019,Sim,até 5 funcionários,71,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Cartão de crédito - pagamento único,65.15,4681.75,Não,
3883,Pequena empresa,2016,Não,até 5 funcionários,4,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,44.8,176.2,Não,
3884,Micro empresa,2016,Não,até 5 funcionários,12,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,79.8,1001.2,Não,
3885,Micro empresa,2016,Sim,até 5 funcionários,18,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,88.85,1594.75,Não,
3886,Micro empresa,2017,Não,até 5 funcionários,3,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,74.95,212.4,Não,
3887,Micro empresa,2013,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,106.85,7677.4,Não,
3890,Pequena empresa,2020,Não,até 5 funcionários,13,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - mês a mês,19.3,259.65,Não,
3892,Pequena empresa,2018,Sim,até 5 funcionários,42,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Trimestral,0,No,Cartão de crédito - mês a mês,56.1,2386.85,Não,
3893,Micro empresa,2021,Não,até 5 funcionários,17,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Cartão de crédito - mês a mês,19.7,340.35,Não,
3894,Micro empresa,2006,Não,até 5 funcionários,7,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,51.3,419.35,Não,
3895,Micro empresa,2018,Sim,até 5 funcionários,68,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Boleto - mês a mês,118.6,7990.05,Não,
3896,Pequena empresa,2017,Sim,6 ou mais funcionários,56,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,24.15,1402.25,Não,
3897,Micro empresa,2018,Sim,6 ou mais funcionários,38,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,20.3,749.35,Não,
3898,Micro empresa,2020,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - pagamento único,115.5,8425.15,Não,
3899,Micro empresa,2021,Não,até 5 funcionários,48,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - mês a mês,25.05,1171.5,Não,
3900,Micro empresa,2009,Sim,até 5 funcionários,52,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,109.1,5647.95,Não,
3901,Micro empresa,2016,Sim,6 ou mais funcionários,35,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,19.65,708.8,Não,
3902,Pequena empresa,2021,Sim,até 5 funcionários,67,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,111.3,7567.2,Não,
3903,Micro empresa,2018,Não,até 5 funcionários,1,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,29.9,29.9,Não,
3904,Pequena empresa,2017,Não,até 5 funcionários,53,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,80.6,4348.1,Não,
3905,Pequena empresa,2017,Sim,6 ou mais funcionários,34,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,20.8,635.9,Não,
3908,Pequena empresa,2018,Não,até 5 funcionários,19,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,89.95,1682.4,Não,
3909,Micro empresa,2009,Sim,até 5 funcionários,60,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,116.05,6925.9,Não,
3910,Pequena empresa,2016,Não,até 5 funcionários,11,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,19.55,223.15,Não,
3913,Micro empresa,2017,Sim,6 ou mais funcionários,60,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,115.25,6758.45,Não,
3914,Pequena empresa,2019,Sim,até 5 funcionários,72,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,24.8,1874.3,Não,
3915,Pequena empresa,2017,Não,até 5 funcionários,39,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,19.9,791.15,Não,
3916,Micro empresa,2021,Sim,até 5 funcionários,59,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,1,Yes,Cartão de crédito - mês a mês,81.25,4639.45,Não,
3917,Pequena empresa,2017,Sim,6 ou mais funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,69.95,143.9,Não,
3921,Pequena empresa,2018,Não,até 5 funcionários,71,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,1,Yes,Cartão de crédito - mês a mês,86.4,6172.0,Não,
3922,Micro empresa,2016,Sim,até 5 funcionários,24,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,66.3,1559.45,Não,
3923,Pequena empresa,2013,Sim,até 5 funcionários,67,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,94.65,6079.0,Não,
3926,Micro empresa,2019,Sim,até 5 funcionários,37,Sim,Sim,automática,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Trimestral,0,No,Boleto - mês a mês,72.1,2658.4,Não,
3927,Pequena empresa,2019,Não,até 5 funcionários,11,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,34.7,383.55,Não,
3929,Micro empresa,2021,Sim,até 5 funcionários,18,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,95.95,1745.5,Não,
3930,Pequena empresa,2016,Sim,6 ou mais funcionários,50,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Trimestral,1,Yes,Cartão de crédito - pagamento único,44.8,2230.85,Não,
3931,Micro empresa,2017,Sim,6 ou mais funcionários,67,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,109.4,7281.6,Não,
3932,Micro empresa,2018,Sim,até 5 funcionários,25,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,71.05,1837.7,Não,
3934,Pequena empresa,2018,Não,até 5 funcionários,9,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Cartão de crédito - mês a mês,19.7,180.7,Não,
3935,Micro empresa,2021,Não,6 ou mais funcionários,10,Não,,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,No,Boleto - mês a mês,40.25,411.45,Não,
3936,Micro empresa,2018,Sim,até 5 funcionários,70,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,19.85,1328.35,Não,
3937,Pequena empresa,2020,Não,até 5 funcionários,9,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,68.25,576.95,Não,
3938,Micro empresa,2016,Não,até 5 funcionários,4,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,20.15,68.45,Não,
3939,Micro empresa,2019,Não,até 5 funcionários,2,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,50.95,123.05,Não,
3941,Pequena empresa,2021,Não,até 5 funcionários,19,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,25.15,468.35,Não,
3942,Pequena empresa,2017,Sim,6 ou mais funcionários,7,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,20.25,174.7,Não,
3944,Pequena empresa,2003,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,44.0,44.0,Não,
3945,Micro empresa,2016,Sim,6 ou mais funcionários,9,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,20.25,172.35,Não,
3948,Micro empresa,2017,Não,até 5 funcionários,5,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,55.8,300.4,Não,
3949,Micro empresa,2017,Sim,6 ou mais funcionários,56,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,No,Cartão de crédito - pagamento único,88.9,4968.0,Não,
3950,Micro empresa,2019,Não,6 ou mais funcionários,18,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,57.65,992.7,Não,
3952,Pequena empresa,2018,Sim,até 5 funcionários,70,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,0,No,Boleto - mês a mês,79.15,5536.5,Não,
3953,Micro empresa,2016,Não,até 5 funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,108.05,7806.6,Não,
3955,Pequena empresa,2004,Sim,até 5 funcionários,17,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,94.8,1563.9,Não,
3956,Pequena empresa,2017,Sim,até 5 funcionários,29,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,45.9,1332.4,Não,
3958,Pequena empresa,2016,Sim,até 5 funcionários,63,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,No,Boleto - pagamento único,102.6,6296.75,Não,
3960,Pequena empresa,2019,Não,até 5 funcionários,59,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,61.35,3645.5,Não,
3961,Micro empresa,2020,Não,até 5 funcionários,3,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,57.55,161.45,Não,
3962,Micro empresa,2018,Não,até 5 funcionários,8,Não,,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,29.25,226.95,Não,
3964,Micro empresa,2020,Não,até 5 funcionários,68,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,19.6,1441.65,Não,
3965,Micro empresa,2020,Sim,6 ou mais funcionários,68,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,111.75,7511.3,Não,
3966,Micro empresa,2005,Sim,até 5 funcionários,52,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,106.5,5621.85,Não,
3967,Pequena empresa,2019,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,107.7,7919.8,Não,
3968,Micro empresa,2021,Sim,até 5 funcionários,32,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,19.3,593.2,Não,
3969,Micro empresa,2016,Sim,até 5 funcionários,72,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,20.05,1423.65,Não,
3970,Pequena empresa,2018,Sim,6 ou mais funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,69.95,69.95,Não,
3971,Pequena empresa,2021,Sim,6 ou mais funcionários,42,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Trimestral,0,No,Cartão de crédito - mês a mês,63.7,2763.35,Não,
3973,Pequena empresa,2020,Não,até 5 funcionários,45,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,50.9,2298.55,Não,
3974,Micro empresa,2020,Sim,6 ou mais funcionários,43,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,60.4,2640.55,Não,
3975,Pequena empresa,2021,Sim,até 5 funcionários,37,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,No,Boleto - mês a mês,79.25,2911.8,Não,
3978,Pequena empresa,2018,Sim,até 5 funcionários,63,Sim,Não ,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,110.1,6705.7,Não,
3979,Pequena empresa,2018,Não,até 5 funcionários,3,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - mês a mês,90.7,237.65,Não,
3980,Pequena empresa,2016,Sim,6 ou mais funcionários,66,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - mês a mês,25.3,1672.35,Não,
3982,Micro empresa,2005,Não,até 5 funcionários,8,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,85.2,695.75,Não,
3983,Pequena empresa,2017,Não,6 ou mais funcionários,71,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,24.35,1654.6,Não,
3985,Micro empresa,2017,Sim,6 ou mais funcionários,72,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,25.1,1857.85,Não,
3986,Pequena empresa,2009,Sim,até 5 funcionários,16,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,54.55,825.1,Não,
3987,Pequena empresa,2019,Sim,até 5 funcionários,66,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Boleto - mês a mês,96.6,6424.25,Não,
3989,Pequena empresa,2019,Não,até 5 funcionários,51,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Trimestral,1,Yes,Cartão de crédito - mês a mês,81.15,4126.2,Não,
3990,Micro empresa,2021,Não,6 ou mais funcionários,8,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,38.5,330.8,Não,
3991,Pequena empresa,2016,Não,até 5 funcionários,14,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,92.9,1337.45,Não,
3993,Micro empresa,2016,Não,até 5 funcionários,70,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,No,Boleto - mês a mês,84.7,5991.05,Não,
3994,Micro empresa,2018,Não,6 ou mais funcionários,70,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Boleto - pagamento único,66.0,4891.5,Não,
3997,Pequena empresa,2017,Não,até 5 funcionários,24,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,20.75,487.05,Não,
3998,Micro empresa,2017,Sim,até 5 funcionários,69,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,61.45,4131.2,Não,
3999,Pequena empresa,2019,Sim,6 ou mais funcionários,42,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,54.5,2301.15,Não,
4001,Micro empresa,2004,Não,até 5 funcionários,39,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,99.75,4036.0,Não,
4002,Pequena empresa,2017,Sim,6 ou mais funcionários,45,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,109.75,4900.65,Não,
4003,Pequena empresa,2020,Sim,6 ou mais funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,1,Yes,Cartão de crédito - pagamento único,80.85,5727.45,Não,
4004,Micro empresa,2017,Não,até 5 funcionários,38,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,20.3,743.05,Não,
4005,Pequena empresa,2016,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,1,Yes,Cartão de crédito - pagamento único,67.8,4804.65,Não,
4007,Pequena empresa,2020,Sim,6 ou mais funcionários,72,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - mês a mês,19.8,1414.65,Não,
4008,Pequena empresa,2021,Sim,até 5 funcionários,55,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,25.7,1443.65,Não,
4009,Micro empresa,2021,Sim,6 ou mais funcionários,51,Não,,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,56.15,2898.95,Não,
4010,Pequena empresa,2021,Não,até 5 funcionários,63,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,86.7,5309.5,Não,
4011,Micro empresa,2018,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,20.4,20.4,Não,
4012,Micro empresa,2019,Sim,6 ou mais funcionários,23,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Boleto - mês a mês,19.65,451.55,Não,
4014,Micro empresa,2019,Não,até 5 funcionários,2,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,54.35,117.05,Não,
4015,Micro empresa,2003,Não,até 5 funcionários,52,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Cartão de crédito - mês a mês,108.1,5839.3,Não,
4016,Micro empresa,2016,Não,até 5 funcionários,36,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Trimestral,0,No,Boleto - mês a mês,54.45,1893.5,Não,
4017,Micro empresa,2019,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,45.35,45.35,Não,
4018,Micro empresa,2016,Não,até 5 funcionários,28,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,0,No,Boleto - mês a mês,59.0,1654.45,Não,
4019,Micro empresa,2017,Sim,6 ou mais funcionários,7,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Trimestral,0,No,Boleto - pagamento único,69.45,477.05,Não,
4021,Pequena empresa,2010,Sim,até 5 funcionários,72,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,64.95,4546.0,Não,
4023,Micro empresa,2020,Não,até 5 funcionários,10,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,18.85,163.2,Não,
4024,Pequena empresa,2017,Não,até 5 funcionários,42,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - pagamento único,19.8,849.9,Não,
